,SYMBOL,NAME OF COMPANY,cm04JUL2024bhav.csv,cm03JUL2024bhav.csv,cm02JUL2024bhav.csv,cm01JUL2024bhav.csv
373,CSLFINANCE,CSL Finance Limited,470.0,469.0,480.25,474.0
374,CTE,Cambridge Technology Enterprises Limited,126.4,127.25,123.0,122.4
375,CUB,City Union Bank Limited,172.6,170.0,166.75,166.25
376,CUBEXTUB,Cubex Tubings Limited,,,,
377,CUMMINSIND,Cummins India Limited,4072.5,3953.0,3920.0,3999.0
378,CUPID,Cupid Limited,,,,
379,CYBERMEDIA,Cyber Media (India) Limited,,,,
380,CYBERTECH,Cybertech Systems And Software Limited,179.95,181.95,179.35,182.85
381,CYIENT,Cyient Limited,1825.05,1830.0,1842.9,1838.05
382,DAAWAT,LT Foods Limited,,,,
383,DABUR,Dabur India Limited,605.55,609.8,603.75,610.2
384,DALBHARAT,Dalmia Bharat Limited,1844.0,1859.0,1838.8,1854.75
385,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,409.0,414.5,416.5,414.35
386,DAMODARIND,Damodar Industries Limited,51.2,52.7,51.6,52.81
387,DANGEE,Dangee Dums Limited,7.76,7.69,7.78,7.91
388,DATAMATICS,Datamatics Global Services Limited,669.5,642.0,650.0,648.2
389,DATAPATTNS,Data Patterns (India) Limited,3178.0,3167.0,3084.0,3040.0
390,DBCORP,D.B.Corp Limited,358.05,338.8,345.0,343.0
391,DBL,Dilip Buildcon Limited,543.8,533.6,538.0,524.5
392,DBOL,Dhampur Bio Organics Limited,142.19,143.0,144.92,140.55
393,DBREALTY,D B Realty Limited,201.0,204.01,199.6,202.0
394,DBSTOCKBRO,DB (International) Stock Brokers Limited,48.19,49.0,48.2,49.12
395,DCAL,Dishman Carbogen Amcis Limited,172.55,171.55,169.74,174.79
396,DCBBANK,DCB Bank Limited,139.1,140.6,139.38,140.0
397,DCI,Dc Infotech And Communication Limited,,,,
398,DCM,DCM  Limited,85.65,87.0,81.45,77.91
399,DCMFINSERV,DCM Financial Services Limited,,,,
400,DCMNVL,DCM Nouvelle Limited,279.1,263.0,252.3,239.1
401,DCMSHRIRAM,DCM Shriram Limited,1011.0,1006.0,1003.95,1007.9
402,DCMSRIND,DCM Shriram Industries Limited,216.0,218.61,218.94,215.98
403,DCW,DCW Limited,55.45,55.95,56.15,56.1
404,DCXINDIA,DCX Systems Limited,446.0,442.3,427.8,378.2
405,DECCANCE,Deccan Cements Limited,673.0,677.0,683.6,698.0
406,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,751.5,740.5,714.5,685.0
407,DEEPAKNTR,Deepak Nitrite Limited,2680.0,2664.6,2697.9,2630.2
408,DEEPENR,DEEP ENERGY RESOURCES LIMITED,168.0,167.5,167.5,168.99
409,DEEPINDS,Deep Industries Limited,286.8,288.0,289.0,288.95
410,DELHIVERY,Delhivery Limited,399.25,399.0,397.25,399.9
411,DELPHIFX,DELPHI WORLD MONEY LIMITED,,,,
412,DELTACORP,Delta Corp Limited,134.0,132.27,133.01,133.39
413,DELTAMAGNT,Delta Manufacturing Limited,96.4,95.16,96.5,95.98
414,DEN,Den Networks Limited,54.63,55.85,55.91,53.97
415,DENORA,De Nora India Limited,1933.0,1895.0,1906.0,1660.0
416,DEVIT,Dev Information Technology Limited,130.6,123.4,116.99,118.75
417,DEVYANI,Devyani International Limited,167.5,168.0,167.7,167.2
418,DGCONTENT,Digicontent Limited,,,,
419,DHAMPURSUG,Dhampur Sugar Mills Limited,223.1,223.25,222.9,223.5
420,DHANBANK,Dhanlaxmi Bank Limited,42.14,42.2,42.19,41.32
421,DHANI,Dhani Services Limited,56.2,57.53,58.0,52.85
422,DHANUKA,Dhanuka Agritech Limited,1689.0,1645.0,1660.0,1642.0
423,DHARMAJ,Dharmaj Crop Guard Limited,307.25,298.0,296.02,253.89
424,DHARSUGAR,Dharani Sugars&Chemicals Limited,,,,
425,DHRUV,Dhruv Consultancy Services Limited,,,,
426,DHUNINV,Dhunseri Investments Limited,1381.15,1398.0,1423.0,1428.0
427,DIAMONDYD,Prataap Snacks Limited,910.95,911.75,906.7,914.0
428,DICIND,DIC India Limited,520.0,529.0,538.25,540.9
429,DIGISPICE,DiGiSPICE Technologies Limited,42.8,44.73,44.4,45.8
430,DIGJAMLMTD,Digjam Limited,,,,
431,DIL,Debock Industries Limited,7.81,7.79,7.82,7.9
432,DISHTV,Dish TV India Limited,15.63,15.81,15.72,15.94
433,DIVGIITTS,Divgi Torqtransfer Systems Limited,708.0,705.0,698.9,686.0
434,DIVISLAB,Divi's Laboratories Limited,4543.0,4555.0,4575.3,4591.05
435,DIXON,Dixon Technologies (India) Limited,12659.0,12695.0,12519.3,12435.0
436,DJML,DJ Mediaprint & Logistics Limited,,,,
437,DLF,DLF Limited,837.8,842.0,830.25,825.5
438,DLINKINDIA,D-Link (India) Limited,537.5,555.05,475.0,485.0
439,DMART,Avenue Supermarts Limited,4768.0,4797.9,4782.0,4721.9
440,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,318.25,316.95,315.2,324.55
441,DNAMEDIA,Diligent Media Corporation Limited,5.36,5.38,5.13,4.9
442,DODLA,Dodla Dairy Limited,1116.0,1029.0,1026.35,1042.0
443,DOLATALGO,Dolat Algotech Limited,134.1,134.15,136.96,139.5
444,DOLLAR,Dollar Industries Limited,527.05,534.0,535.75,546.0
445,DONEAR,Donear Industries Limited,131.5,132.65,130.6,135.45
446,DPABHUSHAN,D. P. Abhushan Limited,1363.0,1383.9,1363.0,1348.0
447,DPSCLTD,DPSC Limited,17.41,17.49,17.54,17.56
448,DPWIRES,D P Wires Limited,464.9,458.0,461.0,456.75
449,DRCSYSTEMS,DRC Systems India Limited,,,,
450,DREAMFOLKS,Dreamfolks Services Limited,481.0,481.85,484.3,488.0
451,DREDGECORP,Dredging Corporation of India Limited,1340.05,1276.25,1215.5,1157.65
452,DRREDDY,Dr. Reddy's Laboratories Limited,6471.1,6416.55,6364.85,6360.0
453,DSSL,Dynacons Systems & Solutions Limited,1261.0,1248.0,1200.0,1142.9
454,DTIL,Dhunseri Tea & Industries Limited,212.05,214.35,217.5,212.55
455,DUCON,Ducon Infratechnologies Limited,,,,
456,DVL,Dhunseri Ventures Limited,360.0,363.0,366.75,371.9
457,DWARKESH,Dwarikesh Sugar Industries Limited,75.8,76.04,75.5,74.25
458,DYCL,Dynamic Cables Limited,590.25,593.0,580.25,588.0
459,DYNAMATECH,Dynamatic Technologies Limited,7266.0,7380.0,7230.0,7384.5
460,DYNPRO,Dynemic Products Limited,309.55,307.0,301.4,303.0
461,E2E,E2E Networks Limited,,,,
462,EASEMYTRIP,Easy Trip Planners Limited,42.05,41.98,41.73,41.49
463,EASTSILK,Eastern Silk Industries Limited,,,,
464,ECLERX,eClerx Services Limited,2528.0,2520.0,2454.0,2449.0
465,EDELWEISS,Edelweiss Financial Services Limited,65.46,65.62,65.73,65.9
466,EDUCOMP,Educomp Solutions Limited,,,,
467,EICHERMOT,Eicher Motors Limited,4685.0,4700.0,4634.85,4630.0
468,EIDPARRY,EID Parry India Limited,762.0,755.0,762.0,770.0
469,EIFFL,Euro India Fresh Foods Limited,138.0,136.71,136.15,148.0
470,EIHAHOTELS,EIH Associated Hotels Limited,944.8,960.0,956.0,959.0
471,EIHOTEL,EIH Limited,424.95,425.0,423.0,428.0
472,EIMCOELECO,Eimco Elecon (India) Limited,,,,
473,EKC,Everest Kanto Cylinder Limited,141.5,132.0,131.69,129.1
474,ELDEHSG,Eldeco Housing And Industries Limited,1011.0,1017.0,1011.65,1010.05
475,ELECON,Elecon Engineering Company Limited,1350.0,1341.85,1353.55,1331.95
476,ELECTCAST,Electrosteel Castings Limited,185.5,185.0,187.5,189.1
477,ELECTHERM,Electrotherm (India) Limited,,,,
478,ELGIEQUIP,Elgi Equipments Limited,734.35,740.0,722.55,734.4
479,ELGIRUBCO,Elgi Rubber Company Limited,,,,
480,ELIN,Elin Electronics Limited,202.68,206.5,208.1,212.1
481,EMAMILTD,Emami Limited,733.55,736.4,727.25,724.0
482,EMAMIPAP,Emami Paper Mills Limited,133.0,134.2,126.8,117.0
483,EMAMIREAL,Emami Realty Limited,101.99,102.78,101.75,101.75
484,EMIL,Electronics Mart India Limited,227.6,228.5,230.0,229.88
485,EMKAY,Emkay Global Financial Services Limited,,,,
486,EMMBI,Emmbi Industries Limited,115.49,114.5,114.7,112.81
487,EMUDHRA,eMudhra Limited,889.0,889.0,885.0,899.0
488,ENDURANCE,Endurance Technologies Limited,2744.15,2739.0,2715.2,2700.6
489,ENERGYDEV,Energy Development Company Limited,23.15,23.45,23.79,23.55
490,ENGINERSIN,Engineers India Limited,268.95,262.75,257.4,256.6
491,ENIL,Entertainment Network (India) Limited,254.1,259.99,246.8,243.05
492,EPL,EPL Limited,221.0,226.52,219.3,201.51
493,EQUIPPP,Equippp Social Impact Technologies Limited,,,,
494,EQUITASBNK,Equitas Small Finance Bank Limited,93.8,94.49,94.0,96.5
495,ERIS,Eris Lifesciences Limited,1035.0,1046.05,1030.0,1050.0
496,EROSMEDIA,Eros International Media Limited,19.64,19.63,20.0,19.64
497,ESABINDIA,Esab India Limited,6057.65,6050.0,6055.0,6115.0
498,ESCORTS,Escorts Kubota Limited,4110.0,4105.6,4135.0,4150.0
499,ESSARSHPNG,Essar Shipping Limited,54.82,49.9,49.39,50.0
500,ESSENTIA,Integra Essentia Limited,,,,
501,ESTER,Ester Industries Limited,121.85,124.0,121.0,117.05
502,ETHOSLTD,Ethos Limited,2870.05,2886.0,2839.35,2840.2
503,EUROTEXIND,Eurotex Industries and Exports Limited,13.7,13.55,13.9,14.5
504,EVEREADY,Eveready Industries India Limited,359.5,356.0,347.0,349.85
505,EVERESTIND,Everest Industries Limited,1190.0,1205.0,1170.35,1203.95
506,EXCEL,Excel Realty N Infra Limited,,,,
507,EXCELINDUS,Excel Industries Limited,1191.9,1171.0,1172.05,1170.0
508,EXIDEIND,Exide Industries Limited,567.0,568.4,565.4,569.1
509,EXPLEOSOL,Expleo Solutions Limited,1291.0,1289.9,1286.55,1289.0
510,EXXARO,Exxaro Tiles Limited,92.5,93.0,91.94,93.05
511,FACT,Fertilizers and Chemicals Travancore Limited,1014.0,1011.15,1005.0,1020.0
512,FAIRCHEMOR,Fairchem Organics Limited,1459.1,1516.0,1460.0,1409.0
513,FAZE3Q,Faze Three Limited,461.0,457.0,442.0,449.95
514,FCL,Fineotex Chemical Limited,391.1,393.35,394.2,388.0
515,FCONSUMER,Future Consumer Limited,,,,
516,FCSSOFT,FCS Software Solutions Limited,4.15,4.2,4.06,4.13
517,FDC,FDC Limited,507.1,496.9,471.35,470.0
518,FEDERALBNK,The Federal Bank  Limited,181.2,181.3,175.39,177.84
519,FEL,Future Enterprises Limited,,,,
520,FELDVR,Future Enterprises Limited,,,,
521,FIBERWEB,Fiberweb (India) Limited,44.7,43.9,44.15,45.2
522,FIEMIND,Fiem Industries Limited,1345.6,1334.5,1314.0,1298.0
523,FILATEX,Filatex India Limited,57.45,57.5,58.1,58.79
524,FINCABLES,Finolex Cables Limited,1647.65,1652.0,1643.1,1633.0
525,FINEORG,Fine Organic Industries Limited,5336.65,5250.0,5230.0,5110.0
526,FINOPB,Fino Payments Bank Limited,310.6,305.8,314.0,315.5
527,FINPIPE,Finolex Industries Limited,327.3,331.0,324.6,328.3
528,FIVESTAR,Five-Star Business Finance Limited,806.55,824.0,829.85,820.0
529,FLEXITUFF,Flexituff Ventures International Limited,,,,
530,FLFL,Future Lifestyle Fashions Limited,,,,
531,FLUOROCHEM,Gujarat Fluorochemicals Limited,3250.0,3225.0,3239.0,3265.0
532,FMGOETZE,Federal-Mogul Goetze (India) Limited.,432.0,435.8,441.0,445.0
533,FMNL,Future Market Networks Limited,6.75,6.8,6.65,6.62
534,FOCUS,Focus Lighting and Fixtures Limited,148.0,148.7,150.0,144.3
535,FOODSIN,Foods & Inns Limited,151.5,149.6,149.6,150.99
536,FORCEMOT,FORCE MOTORS LTD,8774.9,8975.0,9191.0,8938.95
537,FORTIS,Fortis Healthcare Limited,469.8,470.05,457.2,471.25
538,FOSECOIND,Foseco India Limited,4301.0,4303.0,4300.0,4185.0
539,FRETAIL,Future Retail Limited,,,,
540,FSC,Future Supply Chain Solutions Limited,,,,
541,FSL,Firstsource Solutions Limited,231.7,224.6,225.75,213.81
542,FUSION,Fusion Micro Finance Limited,461.0,461.0,459.0,455.0
543,GABRIEL,Gabriel India Limited,489.75,481.25,477.5,481.5
544,GAEL,Gujarat Ambuja Exports Limited,139.9,136.8,136.2,136.55
545,GAIL,GAIL (India) Limited,219.18,220.1,221.47,222.1
546,GAL,Gyscoal Alloys Limited,,,,
547,GALAXYSURF,Galaxy Surfactants Limited,3128.0,2790.0,2771.0,2790.0
548,GALLANTT,Gallantt Ispat Limited,,,,
549,GANDHITUBE,Gandhi Special Tubes Limited,820.0,811.0,810.2,815.2
550,GANECOS,Ganesha Ecosphere Limited,1411.0,1413.05,1442.0,1417.15
551,GANESHBE,Ganesh Benzoplast Limited,150.9,153.39,155.0,155.0
552,GANESHHOUC,Ganesh Housing Corporation Limited,995.85,1008.0,1005.85,948.0
553,GANGAFORGE,Ganga Forging Limited,,,,
554,GANGESSECU,Ganges Securities Limited,178.05,181.77,179.9,181.85
555,GANGOTRI,Gangotri Textiles Limited,,,,
556,GARFIBRES,Garware Technical Fibres Limited,4010.0,4017.45,4075.0,3950.0
557,GATEWAY,Gateway Distriparks Limited,105.7,105.3,106.98,108.0
558,GATI,GATI Limited,,,,
559,GAYAHWS,Gayatri Highways Limited,,,,
560,GAYAPROJ,Gayatri Projects Limited,,,,
561,GEECEE,GeeCee Ventures Limited,387.0,391.8,387.5,390.2
562,GEEKAYWIRE,Geekay Wires Limited,91.79,92.3,92.1,91.5
563,GENCON,Generic Engineering Construction and Projects Limited,46.58,47.0,45.4,47.28
564,GENESYS,Genesys International Corporation Limited,607.0,597.75,598.05,606.0
565,GENUSPAPER,Genus Paper & Boards Limited,21.74,21.9,22.62,20.51
566,GENUSPOWER,Genus Power Infrastructures Limited,358.0,357.4,340.4,325.45
567,GEOJITFSL,Geojit Financial Services Limited,98.79,100.5,96.8,104.2
568,GEPIL,GE Power India Limited,461.9,413.95,408.0,409.85
569,GESHIP,The Great Eastern Shipping Company Limited,1238.0,1235.5,1217.0,1213.5
570,GET&D,GE T&D India Limited,,,,
571,GFLLIMITED,GFL Limited,79.29,80.15,80.29,83.18
572,GFSTEELS,Grand Foundry Limited,,,,
573,GHCL,GHCL Limited,564.25,564.4,561.0,564.0
574,GICHSGFIN,GIC Housing Finance Limited,249.35,250.0,239.7,243.29
575,GICRE,General Insurance Corporation of India,387.15,386.3,383.3,383.8
576,GILLANDERS,Gillanders Arbuthnot & Company Limited,95.81,99.75,105.97,104.11
577,GILLETTE,Gillette India Limited,7230.0,7290.0,7300.0,7310.0
578,GINNIFILA,Ginni Filaments Limited,32.6,33.1,33.0,32.0
579,GIPCL,Gujarat Industries Power Company Limited,241.5,242.0,239.0,244.15
580,GISOLUTION,GI Engineering Solutions Limited,,,,
581,GKWLIMITED,GKW Limited,,,,
582,GLAND,Gland Pharma Limited,1810.0,1810.1,1819.0,1821.7
583,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,2596.0,2602.55,2611.9,2610.0
584,GLENMARK,Glenmark Pharmaceuticals Limited,1297.0,1284.0,1252.0,1262.95
585,GLFL,Gujarat Lease Financing Limited,,,,
586,GLOBAL,Global Education Limited,,,,
587,GLOBALVECT,Global Vectra Helicorp Limited,,,,
588,GLOBE,Globe Textiles (India) Limited,3.65,3.46,3.49,3.32
589,GLOBUSSPR,Globus Spirits Limited,827.65,841.95,812.35,772.0
590,GLS,Glenmark Life Sciences Limited,914.95,929.15,886.0,887.8
591,GMBREW,GM Breweries Limited,892.0,914.0,796.4,664.9
592,GMDCLTD,Gujarat Mineral Development Corporation Limited,396.05,391.3,392.0,394.0
593,GMMPFAUDLR,GMM Pfaudler Limited,1404.95,1410.05,1399.15,1378.0
594,GMRINFRA,GMR Airports Infrastructure Limited,97.0,96.45,95.99,97.69
595,GMRP&UI,GMR Power and Urban Infra Limited,88.85,88.37,84.29,87.0
596,GNA,GNA Axles Limited,436.35,428.0,407.9,400.95
597,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,727.0,725.0,715.7,724.05
598,GOACARBON,Goa Carbon Limited,814.15,817.6,812.55,806.0
599,GOCLCORP,GOCL Corporation Limited,466.0,462.0,460.5,468.5
600,GOCOLORS,Go Fashion (India) Limited,1042.0,1030.05,1031.9,1057.0
601,GODFRYPHLP,Godfrey Phillips India Limited,4350.0,4276.05,4225.0,4252.85
602,GODHA,Godha Cabcon & Insulation Limited,1.06,1.01,0.97,0.93
603,GODREJAGRO,Godrej Agrovet Limited,800.4,800.95,809.05,750.5
604,GODREJCP,Godrej Consumer Products Limited,1365.5,1369.0,1370.9,1395.0
605,GODREJIND,Godrej Industries Limited,890.0,901.95,896.6,880.15
606,GODREJPROP,Godrej Properties Limited,3308.0,3340.0,3299.0,3166.0
607,GOENKA,Goenka Diamond and Jewels Limited,,,,
608,GOKEX,Gokaldas Exports Limited,963.0,959.6,965.6,966.0
609,GOKUL,Gokul Refoils and Solvent Limited,,,,
610,GOKULAGRO,Gokul Agro Resources Limited,175.9,176.0,177.0,178.0
611,GOLDENTOBC,Golden Tobacco Limited,,,,
612,GOLDIAM,Goldiam International Limited,178.0,164.5,163.1,161.92
613,GOLDTECH,Goldstone Technologies Limited,145.21,143.4,142.7,149.46
614,GOODLUCK,Goodluck India Limited,939.85,920.0,912.4,907.0
615,GOODYEAR,Goodyear India Limited,,,,
616,GOYALALUM,Goyal Aluminiums Limited,,,,
617,GPIL,Godawari Power And Ispat limited,1108.2,1108.6,1085.0,1090.4
618,GPPL,Gujarat Pipavav Port Limited,228.49,230.99,213.15,212.7
619,GPTINFRA,GPT Infraprojects Limited,,,,
620,GRANULES,Granules India Limited,516.0,500.15,492.0,495.2
621,GRAPHITE,Graphite India Limited,577.1,577.65,578.0,572.8
622,GRASIM,Grasim Industries Limited,2725.0,2741.1,2750.7,2725.05
623,GRAUWEIL,Grauer & Weil (India) Limited,,,,
624,GRAVITA,Gravita India Limited,1452.8,1458.0,1438.0,1475.9
625,GREAVESCOT,Greaves Cotton Limited,159.45,148.51,140.99,137.0
626,GREENLAM,Greenlam Industries Limited,603.0,610.3,613.7,614.3
627,GREENPANEL,Greenpanel Industries Limited,330.5,331.15,333.9,329.5
628,GREENPLY,Greenply Industries Limited,332.0,335.1,335.8,327.65
629,GREENPOWER,Orient Green Power Company Limited,21.19,21.4,21.23,20.43
630,GRINDWELL,Grindwell Norton Limited,2952.95,2917.0,2861.0,2837.25
631,GRINFRA,G R Infraprojects Limited,1802.7,1804.0,1730.0,1723.25
632,GRMOVER,GRM Overseas Limited,198.99,194.9,185.0,177.35
633,GROBTEA,The Grob Tea Company Limited,940.3,954.0,949.0,930.1
634,GRPLTD,GRP Limited,14980.0,14960.0,15800.0,15400.0
635,GRSE,Garden Reach Shipbuilders & Engineers Limited,2676.9,2453.5,2407.05,2309.0
636,GRWRHITECH,Garware Hi-Tech Films Limited,2558.0,2565.0,2530.0,2500.0
637,GSFC,Gujarat State Fertilizers & Chemicals Limited,243.85,244.78,242.43,245.55
638,GSLSU,Global Surfaces Limited,216.77,217.1,218.9,217.0
639,GSPL,Gujarat State Petronet Limited,307.1,305.0,301.9,303.0
640,GSS,GSS Infotech Limited,,,,
641,GTL,GTL Limited,,,,
642,GTLINFRA,GTL Infrastructure Limited,3.94,3.76,3.59,3.42
643,GTPL,GTPL Hathway Limited,177.0,179.0,178.5,177.8
644,GUFICBIO,Gufic Biosciences Limited,368.5,363.35,358.0,355.45
645,GUJALKALI,Gujarat Alkalies and Chemicals Limited,784.0,789.0,778.0,780.0
646,GUJAPOLLO,Gujarat Apollo Industries Limited,248.0,249.3,241.2,237.95
647,GUJGASLTD,Gujarat Gas Limited,635.1,637.8,650.1,646.8
648,GUJRAFFIA,Gujarat Raffia Industries Limited,44.22,45.0,45.15,45.5
649,GULFOILLUB,Gulf Oil Lubricants India Limited,1318.0,1310.0,1322.0,1254.0
650,GULFPETRO,GP Petroleums Limited,71.01,72.8,71.4,67.48
651,GULPOLY,Gulshan Polyols Limited,210.85,200.8,200.71,202.03
652,GVKPIL,GVK Power & Infrastructure Limited,10.97,11.07,11.06,11.15
653,HAL,Hindustan Aeronautics Limited,5522.05,5459.0,5335.0,5390.0
654,HAPPSTMNDS,Happiest Minds Technologies Limited,831.45,826.0,829.35,832.75
655,HARDWYN,Hardwyn India Limited,31.46,31.68,31.55,32.45
656,HARIOMPIPE,Hariom Pipe Industries Limited,594.0,595.0,587.55,588.3
657,HARRMALAYA,Harrisons  Malayalam Limited,219.88,216.6,220.0,207.49
658,HARSHA,Harsha Engineers International Limited,588.0,598.55,558.5,564.0
659,HATHWAY,Hathway Cable & Datacom Limited,23.09,23.53,23.65,22.08
660,HATSUN,Hatsun Agro Product Limited,1075.25,1105.0,1111.0,1050.55
661,HAVELLS,Havells India Limited,1882.0,1882.4,1811.05,1824.95
662,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,2.51,2.6,2.61,2.57
663,HBLPOWER,HBL Power Systems Limited,531.0,523.2,502.5,500.1
664,HBSL,HB Stockholdings Limited,120.58,109.8,109.7,111.0
665,HCC,Hindustan Construction Company Limited,47.7,47.94,47.0,48.23
666,HCG,Healthcare Global Enterprises Limited,371.0,376.0,375.0,378.0
667,HCL-INSYS,HCL Infosystems Limited,,,,
668,HCLTECH,HCL Technologies Limited,1520.0,1482.1,1479.0,1467.0
669,HDFC,Housing Development Finance Corporation Limited,,,,
670,HDFCAMC,HDFC Asset Management Company Limited,4230.0,4122.5,4093.0,4102.0
671,HDFCBANK,HDFC Bank Limited,1728.0,1767.7,1728.0,1704.2
672,HDFCLIFE,HDFC Life Insurance Company Limited,603.8,596.25,591.15,600.1
673,HDIL,Housing Development and Infrastructure Limited,,,,
674,HEADSUP,Heads UP Ventures Limited,,,,
675,HECPROJECT,HEC Infra Projects Limited,,,,
676,HEG,HEG Limited,2258.5,2218.0,2211.85,2217.0
677,HEIDELBERG,HeidelbergCement India Limited,230.5,227.44,228.7,225.3
678,HEMIPROP,Hemisphere Properties India Limited,191.2,193.55,189.4,188.66
679,HERANBA,Heranba Industries Limited,382.0,384.0,375.95,371.95
680,HERCULES,Hercules Hoists Limited,584.95,581.1,567.5,579.0
681,HERITGFOOD,Heritage Foods Limited,553.0,559.0,562.9,559.5
682,HEROMOTOCO,Hero MotoCorp Limited,5570.0,5581.0,5557.15,5605.0
683,HESTERBIO,Hester Biosciences Limited,2520.0,2470.0,2480.0,2470.0
684,HEUBACHIND,Heubach Colorants India Limited,480.1,479.0,484.0,477.95
685,HEXATRADEX,Hexa Tradex Limited,171.3,175.18,182.46,192.6
686,HFCL,HFCL Limited,124.0,119.0,112.64,114.5
687,HGINFRA,H.G. Infra Engineering Limited,1762.0,1725.0,1732.95,1733.95
688,HGS,Hinduja Global Solutions Limited,865.5,848.0,850.2,852.0
689,HIKAL,Hikal Limited,337.65,337.55,344.0,344.65
690,HIL,HIL Limited,2924.9,2944.8,2920.0,2915.6
691,HILTON,Hilton Metal Forging Limited,84.05,80.21,81.36,90.86
692,HIMATSEIDE,Himatsingka Seide Limited,141.05,142.0,141.2,143.47
693,HINDALCO,Hindalco Industries Limited,693.5,692.0,696.0,691.05
694,HINDCOMPOS,Hindustan Composites Limited,528.15,530.8,525.0,538.0
695,HINDCON,Hindcon Chemicals Limited,,,,
696,HINDCOPPER,Hindustan Copper Limited,327.15,325.85,317.9,322.65
697,HINDMOTORS,Hindustan Motors Limited,32.39,32.83,33.2,33.64
698,HINDNATGLS,Hindusthan National Glass & Industries Limited,,,,
699,HINDOILEXP,Hindustan Oil Exploration Company Limited,209.47,212.69,203.65,197.2
700,HINDPETRO,Hindustan Petroleum Corporation Limited,330.2,329.9,328.6,331.4
701,HINDUNILVR,Hindustan Unilever Limited,2497.9,2515.0,2486.65,2508.0
702,HINDWAREAP,Hindware Home Innovation Limited,468.0,454.8,442.0,448.5
703,HINDZINC,Hindustan Zinc Limited,686.7,672.0,652.25,656.9
704,HIRECT,Hind Rectifiers Limited,695.0,685.35,686.0,689.5
705,HISARMETAL,Hisar Metal Industries Limited,201.0,196.7,195.55,195.5
706,HITECH,Hi-Tech Pipes Limited,139.0,133.0,132.5,130.58
707,HITECHCORP,Hitech Corporation Limited,238.9,238.95,233.75,226.0
708,HITECHGEAR,The Hi-Tech Gears Limited,,,,
709,HLEGLAS,HLE Glascoat Limited,496.9,505.0,512.7,516.0
710,HLVLTD,HLV LIMITED,,,,
711,HMT,HMT Limited,,,,
712,HMVL,Hindustan Media Ventures Limited,103.5,100.6,98.6,97.98
713,HNDFDS,Hindustan Foods Limited,549.0,526.05,525.45,528.75
714,HOMEFIRST,Home First Finance Company India Limited,1071.95,1114.85,1104.0,1128.95
715,HONAUT,Honeywell Automation India Limited,58750.0,56800.0,56800.0,57000.0
716,HONDAPOWER,Honda India Power Products Limited,4110.0,3745.0,3754.05,3720.25
717,HOVS,HOV Services Limited,,,,
718,HPAL,HP Adhesives Limited,99.14,98.99,99.24,98.45
719,HPIL,Hindprakash Industries Limited,186.99,173.34,159.9,157.1
720,HPL,HPL Electric & Power Limited,449.65,454.3,444.8,447.5
721,HSCL,Himadri Speciality Chemical Limited,404.0,406.0,399.0,396.95
722,HTMEDIA,HT Media Limited,27.9,27.79,27.75,28.02
723,HUBTOWN,Hubtown Limited,,,,
724,HUDCO,Housing & Urban Development Corporation Limited,323.7,301.7,278.5,281.9
725,HUHTAMAKI,Huhtamaki India Limited,391.0,380.0,377.6,361.5
726,HYBRIDFIN,Hybrid Financial Services Limited,11.65,11.28,11.29,11.32
727,IBREALEST,Indiabulls Real Estate Limited,149.14,151.69,153.0,148.5
728,IBULHSGFIN,Indiabulls Housing Finance Limited,171.2,169.84,167.44,169.3
729,ICDSLTD,ICDS Limited,,,,
730,ICEMAKE,Ice Make Refrigeration Limited,868.65,878.35,872.0,856.0
731,ICICIBANK,ICICI Bank Limited,1231.95,1200.0,1191.9,1208.05
732,ICICIGI,ICICI Lombard General Insurance Company Limited,1828.45,1850.2,1808.0,1802.0
733,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,633.1,634.0,620.7,618.35
734,ICIL,Indo Count Industries Limited,411.0,422.0,431.9,450.0
735,ICRA,ICRA Limited,5850.1,5835.0,5868.8,5800.05
736,IDBI,IDBI Bank Limited,83.82,83.97,83.65,84.49
737,IDEA,Vodafone Idea Limited,17.44,17.42,17.05,17.65
738,IDFC,IDFC Limited,121.29,120.26,116.95,120.02
739,IDFCFIRSTB,IDFC First Bank Limited,81.13,80.8,79.09,81.15
740,IEL,Indiabulls Enterprises Limited,11.92,12.0,12.15,12.16
741,IEX,Indian Energy Exchange Limited,183.84,185.3,184.9,189.4
742,IFBAGRO,IFB Agro Industries Limited,594.4,495.25,482.1,485.0
743,IFBIND,IFB Industries Limited,1690.0,1650.2,1669.85,1705.85
744,IFCI,IFCI Limited,60.9,60.66,60.15,60.88
745,IFGLEXPOR,IFGL Refractories Limited,648.2,656.5,663.0,643.45
746,IGARASHI,Igarashi Motors India Limited,494.2,496.0,492.0,482.1
747,IGL,Indraprastha Gas Limited,519.1,517.9,518.0,526.0
748,IGPL,IG Petrochemicals Limited,630.0,636.0,642.0,604.6
749,IIFL,IIFL Finance Limited,520.0,525.7,519.45,517.25
750,IIFLSEC,IIFL Securities Limited,206.72,209.0,203.69,211.87
751,IITL,Industrial Investment Trust Limited,192.3,183.15,175.8,168.0
